review_title,ratings,review_comment,size,asin
Good product,5.0,Nice,2XL,B0BFRFM9X3
Excellent,5.0,Very good fabric and didn't shrink nor got faded...,3XL,B0BHTYXGZT
As per expectations,4.0,Fitting and Fiber is very good,L,B0BHTYXGZT
Cost is high,1.0,Cost is not worth for this product and cloth is not good,L,B0BHTYXGZT
Lovely,5.0,Very very very beautiful... excellent fitting. Didnt got to do any alternations it was that  excellent 👌 I truly recommend,XL,B0BHTYXGZT
Comfortable,4.0,Good product,3XL,B0BJD8CYPS
Style is not good,3.0,Do not like the produdt,L,B0BJD8CYPS
Nice and comfy fabric,4.0,Fabric is soft but i think it's little thin so after repeated washes the thickness might be compomised.  Design and look is exactly same as the pic. Zippers are well sticheced and concealed. I brought a size bigger as I plan to use it in my last trimester as well,XL,B0BJD8CYPS
Cloth quality not good,2.0,The material is of low quality and it’s v long looks more like a nighty rather than a maxi dress. Waste of money. Too costly for such material,L,B0BJD8CYPS
Excellent,5.0,"Excellent product. Breathable fabric, loved it.",2XL,B0BJD8CYPS
Amazing dress by seller and superfast delivery,4.0,Fits perfect quality of fabric is also gud thanks to seller and Amazon,M,B0BJD8CYPS
Comfort,5.0,Best for feeding for ladies,2XL,B0BJD8CYPS
Bad,2.0,Very thin material...not recommended,M,B0BJD8CYPS
Quality not good,2.0,Cloth are cheapest quality,S,B0BJD8CYPS
Perfect for after delivery use,5.0,Perfect for after delivery use .. material is good in touch and appearance.just a bit translucent but I liked it as can be worn with pyjamas,2XL,B0BJD8CYPS
Happy purchase. Nice product,5.0,"Nice fabric, comfort fit. Simple dress. Quality product.",XL,B0BJD8CYPS
Colour,1.0,1 wash failed colour,L,B0BJD8CYPS
Quality,1.0,Very poor qualityDoesn't worth money,XL,B0BJD8CYPS
Not worth,1.0,Very very transparent.. thin cloth 👎🏻,XL,B0BJD8CYPS
Transparent,3.0,"Design is good, but they could have put a thin liner in the skirt part as the material is too transparent",3XL,B0BJD8CYPS
Excellent,5.0,"Very comfortable dress, good fabric. Little loose on chest but super comfy for daily wear",XL,B0BG8VC51P
Returned,3.0,Product is of good quality material. Color is also same. Returning since the collars looks different when you wear it.,XL,B0BG8VC51P
Not bad,3.0,Material is good. Color fades after 1st wash.,XL,B0BP2Q2V38
Super,5.0,Nice,XL,B0BP2Q2V38
Quality can improve,3.0,"Dress is breathable and fits as expected.But near the chest area. I wish there was extra lining as new moms have milk leakage issues, lining would help new mommies.",XL,B0BP2Q2V38
Worth buying,5.0,Good product in a reasonable amount.,M,B09YCYZBNN
Looks,4.0,Good quality and beautiful product,2XL,B09BZN9LYV
Very nice,5.0,Very nice and comfortable,XL,B09BZN9LYV
Not worthy,2.0,Not worthy as fas as quality is concerned. Pure cotton but transparent and is too expensive.,M,B09BZN9LYV
Transparent,3.0,Product is good but it's over priced. It doesn't even have a lining from inside. For this price the product isn't up to the mark. Would be a great buy of it was priced around 300 to 400,M,B09BZN9LYV
Good,4.0,Comfortable and pretty. Very helpful for nursing mothers. Material is ok.,L,B09BZN9LYV
Nice dress as expected,5.0,Good stylish cotton maternity dress. There is high slit upto the knee which might not be comfortable while sitting.,M,B09BZN9LYV
The dress is very nice,5.0,The material is very good and comfortable...it's very helpful for lactating mother because the zip is quite long which make feeding very convenient.,XL,B09BZN9LYV
Material Nt good,2.0,Material quality is very bad compare to price aftr 2 use only material teared,XL,B09BZN9LYV
The stuff quality is so good,5.0,Stuff quality is very nice fitting is also very nice,XL,B09BZN9LYV
Don’t buy from this seller.,1.0,It was an old product and started tearing apart at many places after 15 days of use. The seller cheated us.,M,B09BZN9LYV
Good quality,5.0,Very good fit and quality,2XL,B09BZN9LYV
Bad,1.0,Amazing material but the colour completely faded away in just one wash,2XL,B09BZN9LYV
Too much Transparent,1.0,Not worth.,L,B09BZN9LYV
Nice product,4.0,Nice product... value for moneySoft material and it looks good after wearing,L,B08KGLL1BC
Worth buying!!!,5.0,Its an amazing & very comfortable maxi dress to wear during pregnancy or maternity. I just loved the fabric and its look. 💙,2XL,B08KGLL1BC
Good quality,5.0,,L,B08KGLL1BC
Amazing product,5.0,Amazing product,M,B08KGLL1BC
Nice material and fit,4.0,Nice material and fitting. Good VFM.,M,B08KGLL1BC
Good,5.0,Good product but quality less,M,B08KGLL1BC
Good,5.0,Good,M,B08KGLL1BC
Good,4.0,Good,2XL,B08KGLL1BC
Comfort,5.0,Really like the quality of the dress....very comfortable to wear especially for traveling...,2XL,B08KGLL1BC
Breathable fabric quality.,5.0,Nice fabric quality. Comfortable for me as a 8th month pregnant woman.,M,B08KGLL1BC
Quite good material and fitting.,5.0,Nice dress.,M,B08KGLL1BC
Material seems to be good but price!,3.0,"Material is good as expected and the quality and finish is OK for the price, not the best! At first wash color washes OFF!",L,B08KGLL1BC
Beautiful gown,5.0,Comfortable and soft cloth with a perfect fit. It is great for would be moms and can be worn after delivery also.,XL,B08KGLL1BC
Very Soft and Cotton fabric material... really nice dress,5.0,"During pre and post pregnancy, you can wear this. Good thing is that it's simple but looking stylish also.. Fabricwise Soft and Smooth. Go for it 👍🏼👍🏼",XL,B08KGLL1BC
It's a desi gown.. not a dress😏,4.0,Otherwise footing and cloth is good in ur pregnancy days,M,B08KGLL1BC
Ok product,3.0,Fit was proper except for product quality.Amezon claimed it to be a rayon cloth but actually it was purely cotton material which I didn't prefer,L,B08KGLL1BC
not  satisfied,1.0,cloth quality  is not good it looks very thin...,3XL,B08KGLL1BC
Worth buying,5.0,Very comfortable and good quality,2XL,B08KGLL1BC
From maxi dress to midi after a single wash,2.0,The dress would shrink horribly after 1st wash. From a maxi it would straight away become a midi dress. The upper area of the dress would also become very uncomfortable.,XL,B08KGLL1BC
Good fabric,4.0,Comfortable for to be mums,no size,B08KGLL1BC
Loved the color n print,5.0,Loved the color n print. It is very comfortable and is on the larger fit side . But I am not complaining as that is what I needed in a maternity wear.,XL,B08KGLL1BC
Perfect for summer,5.0,Just loving this material. Very good cotton happy it comes with nursing option. Material looks good than in the picture shown. Perfect for summer,M,B08KGLL1BC
Great Buy,5.0,Worth every penny!,no size,B08KGLL1BC
Zip stitching not good,3.0,Chain stitching not good.,no size,B08KGLL1BC
It's not good nd loose their color after wash,3.0,Color fadeout,XL,B08KGLL1BC
Very good quality dress. Fits perfectly as per size. Heavy  rayon cotton. Totally satisfied.,5.0,,2XL,B08KGLL1BC
Worth to buy,5.0,Amazing product……good fitting and looks good on pregnant woman ❤️,2XL,B08KGLL1BC
Very best feel comfortable,5.0,I have no problem quality is superb,no size,B08KGLL1BC
Great purchase,3.0,Good one.,no size,B08KGLL1BC
Expected little good quality,2.0,For this price.. quality is not good.. I expected a little good quality.. it's transparent..and not comfortable for feeding.,L,B08KGLL1BC
Perfect for mom to be,5.0,It's comfortable to wear and fit as expected.Mom to be can go for it,XL,B08KGLL1BC
Not as bright shown in picture,2.0,It looks old cloth but I got it properly fitted. So may be I will use it at home as I have need now but definitely not worth of 999 rs.,XL,B08KGLL1BC
Very good product,5.0,Comfortable👌,2XL,B08KGLL1BC
Recommend,5.0,Perfect as expected,no size,B08KGLL1BC
Liked it.,5.0,Recommendable. Product quality is good,M,B08KGLL1BC
Poor quality,2.0,Poor quality,XL,B08KGLL1BC
It is short,1.0,It is not as long as shown on picture. And zip is also not big.,2XL,B08KGLL1BC
Not happy,1.0,Even though the description says the fabric is rayon it definitely is not. It is some kind of thick blanket material,XL,B08KGLL1BC
Comfortable,5.0,"long , soft and comfortable dress for pregnant women but a bit transparent yet can be adjusted using innerskirt or shimmy",L,B08KGLL1BC
Poor quality,1.0,Not good quality product material is very bad looks like dusting cloth. Don't recommend at all. Don't purchase. In one wash it's looking like worn out from years,M,B08KGLL1BC
Best for 3rd trimester.,5.0,Quality of clothe is good and soft.,L,B08KGLL1BC
Really nice,5.0,Nice fabric and nice stiching.,XL,B08KGLL1BC
Good one.,4.0,Good material and perfect length. Best for pregnant and lactating mothers.,no size,B092DT2LFF
Shrinks a lot after washing,3.0,Aster 1was the product shrinks,M,B092DT2LFF
Bubbles on dress,3.0,Just after few washes the dress was covered with bubblesOtherwise its great,L,B092DT2LFF
Comfort wear,4.0,"The material is very soft and comfort to wear, but one minus is the colour fades a little after every wash.",no size,B092DT2LFF
Good quality,4.0,Breathable,L,B092DT2LFF
"OK, price could have been revised! Color washed away!",3.0,Price could have been revised. Listed price is little high. Overall the product is OK but the color is washed away after 1st wash itself!,L,B092DT2LFF
Just ok,2.0,Not wonderful nor worst,XL,B092DT2LFF
Not worth the money,2.0,Color faded during 1st wash only. Tieing belt torn out while washing.,M,B092DT2LFF
Good  product,4.0,"Colour is same, size is also same. Length is below knee , Material  is good,and very smooth but litle transparent  I bought pink Colour n green  , pink is transparent n green is good 👍.  Good product go for it.",M,B09DS4RMN3
Good product thanks amazon,4.0,I like it,XL,B09DS4RMN3
Nice purchase,5.0,Super soft febric n looks staylist go for it,L,B09DS4RMN3
Very nice material,5.0,Very good maternity wear.,no size,B09DS4RMN3
Good,3.0,Tho the size is a little bit large than it is expected the material is good and comfortable.,M,B09DS4RMN3
Amazing,5.0,Amazing product for nursing/expecting mom,2XL,B09DS4RMN3
Leaves too much of color while washing,4.0,Dress is indeed beautiful and a very nice fitting and comfortable dress but leaves too much of color during washing and even while wearing over body .,no size,B09DS4RMN3
Quality not good,1.0,Half dress with different fabric when you touch.Disappointed I won't recommend to purchase mom to be dresses as before this I ordered another brand cloth quality and looks were good within same price range.This dress is just over priced and disappointed,no size,B09DS4RMN3
Very nice cloth and color,5.0,,no size,B09DS4RMN3
Quality product,5.0,Really good product!! Nice and soft material and a beautiful color!! Didn't expect such a great product on Amazon to be frank.,no size,B09DS4RMN3
Dress doesn’t fit on me,4.0,"Fabric is really good and value for money but the thing is, it is not looking good on me, so returned it",2XL,B0BS68NCG9
Awesome at dis much price. Material is pure cotton,4.0,Same as shown in pic.,M,B0BS68NCG9
Decent buy,3.0,Stitches are loose. They come off easily. Cloth is good,XL,B0BS68NCG9
Good,4.0,Happy with the product ! Fits true to size . Comfortable cotton material . Same as shown in image,XL,B0BS68NCG9
Happy,4.0,Good soft material,XL,B0BS68NCG9
Nice dress,4.0,I like the colour and print. Material quality is also okey.,XL,B0BS68NCG9
Not bad,4.0,Material poor quality,M,B0BS68NCG9
Good to go,3.0,"Material is not that soft, it seems like khadi material. But lookwise it is good,  exactly as shown in image, also can feed baby easily",M,B0BS68NCG9
Paisa wasool 🤩,4.0,Fabric n quality is very fine...Just single stitching is given n one belt knot Is open ..Other wise it's good product,M,B0BS68NCG9
Decent dress,4.0,I was looking for affordable maternity wear and came across this dress. Ordered one size big than usual considering i am in my second trimester. The dress is good for casual wear. Material seems fine on first wear; haven’t washed yet. Can be used for everyday wear. One might want to wear a slip underneath since the zip near the breasts stings at times.,L,B0BS68NCG9
कपड़ा अच्छा है पर प्रिंटिंग पैटर्न और कलर जैसा दिख रहा है वैसा नही है।,3.0,कपड़ा कॉटन का है अच्छा है पर पैटर्न और कलर बिल्कुल भी अच्छा नही है।फिर ले लिया है।,2XL,B0BS68NCG9
ok good,4.0,good quality and easy feed baby. fit as expected.,XL,B0BS68NCG9
Good,4.0,Cotton. Nice to wear. Zip quality is a bit low. And dress needs to be restitched on hem lines.,XL,B0BS68NCG9
Really nice at this price.,5.0,U must go for this dress,L,B0BS68NCG9
Good product,5.0,This is an amazing feeding dress as it is very comfortable and looks very good and vibrant at a very reasonable price,XL,B0BS68NCG9
Excellent 👌,5.0,Excellent product 👍,M,B0BS68NCG9
Worth it!,5.0,"Very light and comfortable wear for to-be and new mom's, especially in summer. Looks classy and decent. Definitely liked it",M,B0BS68NCG9
